v,FvK,sigma,log_likelihood
0.9511511560630694,152.56270082287995,0.10522033655553971,-3.7050821662210547
0.9543163479818425,125.47971719501582,0.06174978506465819,-2.2493216792054884
0.9578803648254638,119.44457835321226,0.05552365013100415,-2.3697686520400008
0.9602021765990951,112.84451846340397,0.05892644552527523,-2.623673139159541
0.9110588514663275,122.65867973740606,0.11901898494617198,-5.974423400477048
0.907452670942622,152.5190157797312,0.12457837216364123,-6.169985679108532
0.912013498463621,153.53297615439487,0.10155573020674971,-5.7059790866040885
0.940517130467718,110.78960905126402,0.042181086328483115,-2.493284010547491
0.9424803706025627,95.97665387341777,0.11655527205966709,-4.2857959193680255
0.9447103689621901,71.50749252567343,0.11959998575396902,-4.686679265478073
0.9381815626767018,122.41577342417516,0.14518552312080657,-4.944721293478177
0.9583825617346856,88.85204911884713,0.13489468373395516,-4.12918206677453
0.9500275989011148,135.66279027405014,0.12242825101790908,-4.051772288901015
0.948122317869712,161.83094503562603,0.04416590637786136,-1.4819489853277332
0.9446891928879639,166.4356808510942,0.04413510489644172,-1.4011795958496425
0.9515473358809118,160.42158976308656,0.035948215983702354,-1.6735038841778684
0.9598688292826135,138.2697136102422,0.07327429394697454,-3.260084723433547
0.9393793684548964,129.19330328684094,0.14611114162709132,-4.903436697950705
0.9435921746089126,129.9608209214752,0.1236922806205552,-4.250077746428727
0.9527416443405129,98.60237461172932,0.15215366270549452,-4.580030559096528
0.9756276463995119,62.8668955825604,0.02538071610719534,-0.14505693686509602
0.9756276463995119,62.8668955825604,0.02538071610719534,-0.14505693686509602
0.9756276463995119,62.8668955825604,0.02538071610719534,-0.14505693686509602
0.9756276463995119,62.8668955825604,0.02538071610719534,-0.14505693686509602
0.9741239092010575,71.62528186131722,0.03408922313662155,-1.4087702777861315
0.9756276463995119,62.8668955825604,0.02538071610719534,-0.14505693686509602
0.9785813814783494,61.000111519091305,0.03707343235023962,-0.5477306275510432
0.9765736493913174,62.373384306304764,0.020248908136540168,0.0841721701565632
0.9795121823803437,57.141626480857084,0.02359063173839609,-1.0327154730215682
0.9795121823803437,57.141626480857084,0.02359063173839609,-1.0327154730215682
0.9765272797355278,56.339646222602376,0.03480926838778061,-1.1177649317320069
0.9210379901246334,84.7587889871851,0.09788133692018275,-5.738603167954488
0.9188740540138493,73.98292513391385,0.43691991758774557,-8.812647663469544
0.9733075086968126,70.11299015481683,0.424763316830587,-7.406534974520551
0.964134185547846,176.04499402193773,0.22457023432811665,-5.951155027351824
0.8461494474519607,53.51998733150399,0.13865068821325446,-9.350762140979704
0.851105149117237,41.63059687561011,0.13864047027628718,-9.368227470634668
0.8661504929865945,83.31840754410018,0.13450508953469803,-8.374471072058391
0.8221915939016231,55.14769518372151,0.47677695166805834,-11.317056673744718
0.828079355319042,39.6161232542495,0.4717723344596042,-11.328111318956122
0.7918845937142005,303.8461692401631,0.18126525554965028,-11.206236513589834
0.7947289413959578,294.96757411115226,0.17641757490917817,-11.095073968925968
0.9875582883462126,140.52527675947792,0.2367710965498482,-6.235781367909183
0.8795994969801126,78.89616103890204,0.4884445523339425,-10.096405697872639
0.9066241601575993,123.01254071545739,0.3048644819823733,-8.046848968711764
0.9491427211361493,473.55606048581,0.03520163990764402,-4.204502009534976
0.950839253530845,466.5918594204842,0.03388580215454753,-4.1491170615593465
0.9488044527797249,416.2501381264827,0.09287999765188819,-5.295013040043501
0.8468456491758126,64.07738858065115,0.4074940141241855,-10.428461105193364
0.9392002254980046,303.8458707890162,0.03668020641055041,-1.9163444214771008
0.9437287401719159,273.5734491069816,0.07246159570546475,-3.622313112100987
0.9371990421940716,271.41357962175704,0.005226241981328587,2.7040984292509718
0.9371990421940716,271.41357962175704,0.005226241981328587,2.7040984292509718
0.9371990421940716,271.41357962175704,0.005226241981328587,2.7040984292509718
0.9361286712620045,261.9789799865984,0.03266904799356774,-1.357096743674858
0.9324534490463966,288.7929799160131,0.04073633777309909,-2.5491537341707153
0.9318741879495287,286.1081479119812,0.021144629191427428,-1.5925078129789858
0.9385431636653184,281.67941288913954,0.01978406590488982,0.09324023509928114
0.9433534572989407,272.1093033493216,0.012756582098431477,-0.5824974868087267
0.9376325065380301,326.72616661109635,0.04412491065768661,-2.7838309523224094
0.9392114761438947,309.3557357167194,0.05669789284258357,-3.234610829330297
0.9360505144660856,327.99543006588,0.04746207729880595,-3.102971152712588
0.9293462331059543,315.16933085912785,0.06521270461286513,-4.224073655965219
0.938737962073463,242.1775981588205,0.018664304699529292,0.5427623230366541
0.929384430525184,263.0255153088806,0.02611918369467346,-2.2473412770950993
0.9413935942638497,265.93570665393463,0.029053818168554374,-0.9457926450770424
0.9413935942638497,265.93570665393463,0.029053818168554374,-0.9457926450770424
0.9326563358018599,269.8148478792389,0.025713425961086972,-1.3803884448176227
0.9280896629800628,127.49715853663281,0.04432522119684292,-4.918264774697183
0.938054173871903,79.74288221911591,0.08549307387693884,-4.44307933031298
0.9488912532529474,98.42435314034715,0.06628415437946128,-2.4008392401715692
0.9397221307959308,133.18776281645546,0.058162780810523194,-2.506875764886731
0.9433076466445917,96.63719969430262,0.05072670142762108,-2.630236975057696
0.9394754790301866,97.98646322313037,0.05638774014113956,-3.30648123444164
0.9489760045496103,94.35017268206386,0.06876541808907859,-2.5514978538114197
0.9464003876560939,113.50634715539032,0.0724201266534672,-2.6459682898974104
0.9429523971784647,110.45243400742888,0.07359205516424057,-2.9654161529423826
0.9497803303360124,78.90019156293474,0.07495487508893076,-3.1102742902113825
0.9878113103893542,198.49608211963658,0.33381838206739123,-7.440862724607892
0.9777825812903592,214.47410649474944,0.2936661759295186,-7.161988540495093
0.9783642869464166,286.0222173974371,0.29934478370405315,-7.663432402656275
0.9313248697042265,88.06827027016068,0.269268326096762,-7.021713654971417
0.9254021511412324,92.75076822416716,0.3129401955702122,-7.598816666186557
0.944845994734466,99.13919589138224,0.1691144098562823,-5.160281851581917
0.9549335519094195,136.03858604679687,0.19773666230754292,-5.367226458025471
0.9530129779329581,145.06599928971298,0.20741578686444387,-5.577328543900185
0.9537135368462307,142.1189138692046,0.20067329370777354,-5.455426427624632
0.9308277914845104,146.51593214093984,0.1386296155102375,-5.16310375478695
0.9345431872958065,133.3477697310212,0.16694826337360671,-5.483764987941848
0.9345431872958065,133.3477697310212,0.16694826337360671,-5.483764987941848
0.9596418492297931,154.86191282427885,0.10456603950210067,-3.9519429499498577
0.9545734298331964,137.46104881317888,0.11895281803847937,-3.9554910896602156
0.9620926496510047,144.1344533965059,0.13648810649566115,-4.488212159545643
0.9591880359023339,133.6495398103014,0.10293739564615662,-3.686757979400366
0.95620639997902,126.81249445863422,0.14811620284966323,-4.499224060499903
0.951325949165155,246.77554802347385,0.19750064855649477,-6.215404243317057
0.9433284110944387,240.1193483478997,0.18093298472291341,-6.044075513887121
0.9601727885896671,241.99427780036618,0.15362053681596802,-5.607604070813835
0.9384462742545017,215.7100634342509,0.014100603352982844,0.949763319748917
0.9402542947769448,205.98462245993107,0.015411408783840263,0.933127282449
0.940430990662141,171.8538454134565,0.02131418762044295,-0.060845482529598094
0.9412027475167496,197.8459109789518,0.02466357060034923,-0.07305143308608031
0.9478303440915073,179.12233351670875,0.01899011564323973,-1.0490914991411247
0.9400382402739513,203.82986839599945,0.019305262711378786,0.45129818308073233
0.9432495708423824,198.52398433851639,0.017154689782113087,0.4743041313885312
0.9393683580793932,207.16626081772648,0.013372482964848479,1.0520143696273418
0.9412027475167496,197.8459109789518,0.02466357060034923,-0.07305143308608031
0.9378230611830722,216.26151351177256,0.0297200860772465,-0.7777894738928604
0.9412027475167496,197.8459109789518,0.02466357060034923,-0.07305143308608031
0.9379463584731313,198.05988461652353,0.02677931056885922,-0.5741748120036396
0.9480600377830033,186.8009247203268,0.03949492571081141,-1.5699963817064528
0.9543018724497784,178.04699249947217,0.05735599292428039,-2.8908617080264496
0.9486335574684693,235.72549440786273,0.04864423818840966,-2.6854947024120794
0.9584486226427628,203.5744783475948,0.05891776511249684,-4.445103733451209
0.9584486226427628,203.5744783475948,0.05891776511249684,-4.445103733451209
0.959487320790931,197.26922304605358,0.05732770844381191,-4.684136337618711
0.9434593705271791,112.07359489837826,0.1365378582563659,-4.558704850138673
0.949863509673113,86.06987138633757,0.23741018974357414,-6.035869331148769
0.9354147480925543,54.343785060970305,0.1544815768075432,-6.14312106181402
0.9419157793069896,333.22506164580767,0.05455260735675577,-3.26240297713264
0.9421111724629669,334.0307683757951,0.04409169462209208,-2.669262975760348
0.9934943911702235,34.67533280003693,0.20212418721081066,-6.772767991352389
0.9823189094726232,90.27421700904621,0.24304637426093206,-5.812542645336583
0.9506017322682797,90.68031790901985,0.29632423067548586,-6.643752200870151
0.9399354702419437,98.46194957792316,0.28298764609105864,-6.824622137776472
0.9480137867893902,62.189984819937784,0.25892186640475867,-6.618663232475254
0.9446140630315604,89.0718215467064,0.2360848176125947,-6.182306013838072
0.9498025103151322,67.42950620762817,0.261906502851146,-6.508658871082818
0.9601929947338946,36.19143047850586,0.22702770151690121,-6.486932244854598
0.964395908398823,40.50956779711496,0.29036055761403007,-6.862544350872111
0.9659400148254246,30.597551880778937,0.28821662891948846,-7.010531806655413
0.9659400148254246,30.597551880778937,0.28821662891948846,-7.010531806655413
0.9196513824212332,62.32095444812495,0.1929445216631591,-6.911696883341553
0.9765766785611701,76.0854659647873,0.17067736812075676,-4.732968601210814
0.9771808241255845,133.42165761229006,0.18573284381335525,-5.711975042110449
0.9574596583432375,118.40459947515433,0.220151252631627,-5.581518833841685
0.960730334846035,103.66078268182942,0.22156343179967697,-5.532484187021253
0.9637908523341409,151.6172701811575,0.16179524606415197,-4.972914333460999
0.969228273068821,122.46960034032948,0.1348196379065667,-4.595316776842834
0.9594174708016027,196.09740509263136,0.09284107466274796,-4.334827496102885
0.9542851571741044,186.88436247383032,0.0967083280294923,-3.861014831592036
0.7252011547394378,153.64964970238606,0.3097608639445302,-11.298055014937765
0.9617192583709787,110.40711982571506,0.05691432202328945,-2.798022722513154
0.9715219587638948,106.65602771624464,0.13694873824090406,-4.539711896176643
0.9714696048388336,85.41525095611053,0.15159972232588667,-4.457415405701853
0.9721338493987344,58.110254174603725,0.1254994844964495,-3.971149702040357
0.9705134179283678,47.63496096810929,0.14525022410841143,-4.728852699993412
0.9605669552143007,116.42113860461119,0.07636249270906605,-3.0385169209352454
0.9694082416002188,90.2583037379022,0.06903816767595967,-3.1255078861748746
0.9698139381115181,92.491490354246,0.05244334799862284,-3.5765842536638566
0.9662018482419455,102.71746597886721,0.08057430063351906,-3.383654972193335
0.9677707095641891,71.08566527901644,0.08366345535116844,-2.718681165294033
0.9678350576542418,78.23974571259285,0.06709753078111391,-2.3146187344911002
0.9687155966445603,77.95379794594609,0.062417524991929915,-2.207293071769738
0.960047468870285,73.20073122283883,0.05300316026555335,-1.7462510176915247
0.9651724114124799,66.48155059768003,0.05373408078276782,-1.771351545242387
0.9681959683218584,64.90090154677954,0.051115514001421225,-1.5777481031940428
0.9663928397721406,62.747324283163984,0.032899500714449414,-1.4854724037889717
0.9681959683218584,64.90090154677954,0.051115514001421225,-1.5777481031940428
0.9775778828148152,57.951750107547355,0.04696118443920465,-1.3386013843688898
0.9730116740543329,57.27570866132852,0.057526693848583235,-2.0357406606757538
0.971808575713249,64.98370893237765,0.06793141210134308,-2.156201139217506
0.9733913279522758,82.26885346602373,0.0662124183372276,-2.9509128574635213
0.9812003577480024,57.763160451698816,0.05503246929229043,-2.366321815030929
0.971706702611012,52.63374582953643,0.06504002302492315,-2.763414551499557
0.971706702611012,52.63374582953643,0.06504002302492315,-2.763414551499557
0.971706702611012,52.63374582953643,0.06504002302492315,-2.763414551499557
0.9539675628812601,93.066545863918,0.11506170967010579,-3.7495404451788303
0.9606443843025196,70.04299492294399,0.02070586030053274,-2.0250114465793567
0.957949664951058,76.29093433294254,0.037141884002311075,-1.133175060288898
0.9557992343578173,101.91282526334108,0.023500433006800936,-0.9920657021273223
0.953532816113339,92.91247482258002,0.03958712213028855,-0.9964487551437777
0.9554620566267351,86.57541037127814,0.042815319631699274,-1.1746892967587783
0.9583032969735414,79.97892856633337,0.024939383555927896,-0.5517015726285761
0.9565089986774477,89.06059886798886,0.01343291294170443,-1.9965609936898083
0.9582040846722693,76.68992358596782,0.022651873108203262,-0.9558259363750152
0.9583032969735414,79.97892856633337,0.024939383555927896,-0.5517015726285761
0.9566894383923632,110.57609710525901,0.01585252152126225,-5.291627040521627
0.9582834567104458,88.2397945765939,0.013924345232333678,-2.639709166944746
0.9582834567104458,88.2397945765939,0.013924345232333678,-2.639709166944746
0.9613764612973312,74.37337012189226,0.03454966117571152,-0.8385179104947773
0.9542030021258224,79.2122876195889,0.021468131083454762,-2.0373633158981264
0.9606135877808333,73.81997983284674,0.016371560281733914,-1.8297091492604705
0.9619743980353067,71.18306733884336,0.061761251515694476,-2.0591580865184587
0.9688643676568434,62.68274604333291,0.0484151095017939,-1.5641718048930366
0.9673829797279451,76.0341608607156,0.05335653502380039,-1.7424781436147567
0.9544913950697234,109.33020353515177,0.055661908354275924,-1.8431907557444234
0.9565430303263729,104.87974634726407,0.03134554777067747,-1.2650742138154674
0.9626259785740741,90.29697954687529,0.045745177073341775,-1.9008683512944957
0.9558787389705091,91.94651727405976,0.020338824406291565,-0.5253712000254787
0.955094081235959,85.0049841892748,0.026794889083692302,-0.605235323618925
0.955094081235959,85.0049841892748,0.026794889083692302,-0.605235323618925
0.9583032969735414,79.97892856633337,0.024939383555927896,-0.5517015726285761
0.957989195934541,85.18029168109676,0.03131202706743473,-0.6430244569144254
0.8940692333561131,98.3772774676644,0.13711790402002366,-7.044463592914656
0.9486381997562056,43.26864112009957,0.2558317483613411,-6.954902426773216
0.9512115716618693,169.16337225962573,0.05127986660400455,-2.1697674634268935
0.9586694145795678,144.48195242088465,0.059745110586723216,-3.069137965527447
0.9561718391612857,150.77074902117243,0.050548161928826635,-2.6626991374525297
0.957976005418715,157.6773677943414,0.06070648785941849,-3.2004092334201566
0.9647405862071097,112.36057080171396,0.0959467108973613,-3.660240038957941
0.9472423476716555,148.82645580174398,0.13742246305766942,-4.50154669749473
0.9552982206925628,143.58352990342914,0.04617879631837721,-2.2932292653289745
0.9551769808534357,151.75280665977772,0.033426632222958844,-2.7898530305176976
0.9512065908715172,64.31621298598739,0.12580611447817844,-4.641511469386577
0.9862502423697844,94.20429123014088,0.05937346833263392,-3.713664618709421
0.9524019245737043,93.21644856913497,0.10056494291152998,-3.4107692742177416
0.9571945896944336,87.99250450730767,0.05881668122970132,-1.873259231060838
0.9528882378636954,102.24940575454931,0.06885089505464971,-2.3129369189371554
0.9535275183531817,87.94342629075906,0.076167093423192,-2.643872285817485
0.9565501885510722,80.31395010658431,0.041102430531089626,-1.2054447625453113
0.9741198662817199,64.08047679563836,0.02037674099366627,-0.3549394679536251
0.9680404815637962,79.08770231788321,0.060890363425324785,-2.1794191443858715
0.9740753679631948,64.56959208981829,0.04744805206564903,-1.2496789487562525
0.9740753679631948,64.56959208981829,0.04744805206564903,-1.2496789487562525
0.9703515997277369,82.43864386515263,0.06878708821671022,-2.732376164833994
0.9740753679631948,64.56959208981829,0.04744805206564903,-1.2496789487562525
0.9633521666510769,58.25147698825866,0.08213256737617755,-3.32072369841712
0.9801801718403109,70.71976705203869,0.04319506479808868,-0.8429188893314388
0.9789457414208863,67.34347740204473,0.07204236437913775,-2.224336344183881
0.9717400437139664,99.3287950019384,0.10866986813165305,-4.0844674759784505
0.9715896431070452,87.41683177115779,0.09844688221246387,-3.5723212466288166
0.9732653161759919,67.91458595871848,0.060517717452140275,-1.8754384141202798
0.9826999731873226,84.24492454890533,0.07472703736313045,-2.66529606258339
0.9822601560201635,74.2104443829164,0.08646557732188814,-2.71431423407315
0.9819720686877184,70.52519426350796,0.0898732545734478,-2.8880019821497327
0.9690935545789453,90.12654351973805,0.0662547088759705,-3.061050066462693
0.9831023741456916,54.752449106356266,0.08553043268631161,-4.7978323263553
0.9813076772039929,72.36443999571924,0.07436677200726866,-2.255522802990977
0.9719613491923749,106.5703750336679,0.08283694688302005,-4.3020856288084826
0.9514784229589491,63.75946007915295,0.06870103755767418,-3.870245678364278
0.9780519654355585,37.26356652806028,0.10115374356026163,-4.3359999171277295
0.9710236506425537,34.694140403241526,0.10029821358182726,-4.779566242793027
0.958337905876887,83.0402030598175,0.058210145784189926,-1.842686597920021
0.9518814990545507,75.64260598260157,0.0580597062756216,-2.6246024599068956
0.9452334872724402,85.325482676827,0.0563322488994006,-2.9647472469609415
0.9614217733925005,68.49252618945188,0.034906432988458504,-1.4012064595088165
0.9578315225757055,83.63289217644792,0.04374380781506848,-1.1922898949037446
0.9599321038826386,69.06176846627031,0.050789625598085614,-1.9369519902380277
0.9627347781724758,70.362390249642,0.03251424671110993,-0.9209625047494638
0.956744012188074,82.72835139735915,0.015988030732792945,-1.29697534922381
0.956744012188074,82.72835139735915,0.015988030732792945,-1.29697534922381
0.9512084255165978,90.63280407184963,0.01561552655972272,-2.250673820057054
0.9592397066783427,54.026439547003065,0.29731744468288424,-6.793557901894877
0.965306611256075,50.37078821128871,0.30628396439027855,-6.791752846644169
0.9746538483105345,68.25412267297385,0.31424499761770286,-6.519988125720317
0.986413039973707,96.96017969723941,0.17637046292955763,-5.153385290427422
0.9836719710103372,92.76177352723094,0.17523155673718735,-4.942460041234671
0.9089005948053722,170.75462627941073,0.3151180494006102,-8.239484757770027
0.9069725382266404,162.0648424870992,0.3052274660184393,-8.164363983344568
0.9459847747341743,129.2931528861855,0.036630129376585975,-0.8608994301444461
0.9547784278706188,72.06423108691871,0.0539748262745505,-2.416321764778476
0.9547578211478644,98.17020495912539,0.06709425024124033,-2.230060466482059
0.9533755920846496,108.20851002664594,0.0575703444018745,-1.8693131458023773
0.9561343993720226,78.96222895534103,0.06108118803314182,-2.1188349402684175
0.9562004445540254,84.92446777608754,0.06183644165770882,-2.028663563542114
0.9564154271983296,78.06739440211494,0.07708080547520337,-2.703031028562847
0.9511288486901746,79.55202170677344,0.04430935720838719,-2.1635730205525316
0.9625849075678846,72.70095607176947,0.03662354751428718,-0.919591965538229
0.9556046497892928,83.49768751785238,0.04921003775526494,-1.530734305381824
0.9544464430086971,74.94782592275354,0.04599280559997791,-2.0259963424329337
0.9455424485873388,62.910795548950134,0.14538454143311272,-5.298836279827545
0.9691759154741918,109.4265925285005,0.079930487386888,-3.992988065722989
0.9740786020994804,105.29269284008919,0.09151702244315328,-4.488547054585423
0.9712565238600478,81.66118519567637,0.19969489980280866,-5.1665860864217965
0.9647828528632699,128.29088329633618,0.17362715489019995,-4.981918166603805
0.9131064173826695,239.00293006735473,0.16074838588844834,-6.741199130284619
0.9192557912280542,222.31191455118264,0.19764695579137026,-6.932445344380426
0.915362178038373,235.23712450846122,0.19691249542237726,-7.151928733926013
0.9083240136365606,266.6685889728471,0.16221934479036162,-7.1454421359819325
0.985955130461172,81.51979105714574,0.18617390388207605,-5.803559034386661
0.9817760920690592,81.99806811419974,0.19537823967899567,-5.132390255232129
0.9608836964485192,136.84688759639658,0.0883546498665362,-3.5637962755968915
0.9689158896652802,123.84166265719989,0.0971439856916436,-4.309527186905239
0.9674506254378068,143.57223841191248,0.10536364605364681,-4.512567122186969
0.9673372288615948,135.14774970899583,0.0812722881520564,-4.402849365376422
0.9834787482826204,87.28001457426579,0.10649108909791795,-3.4650246830348763
0.9837598826177005,79.03822803130527,0.09147143072425842,-3.0616376431638757
0.9756351929156383,60.20342170496672,0.09377152921204135,-3.0572747142530066
0.9751029636116447,63.65312763612702,0.12915844302506543,-3.9310992840107772
0.97527480316511,72.40435045693707,0.13281149252060956,-4.009681869812101
0.9772102432116103,55.61668676604978,0.14590517151951424,-4.408374593135764
0.9723990251912349,56.92324859804125,0.12082556862424643,-3.89229635811864
0.9740472842197939,69.66901565012463,0.131727952505545,-3.9695504831986677
0.978985243230196,58.2942934201793,0.11187557189536848,-3.6059571559518484
0.9226048512829822,170.84380297606847,0.22736941063152208,-6.900384474890565
0.8411411367617387,228.63582963432194,0.15006539274919709,-9.450395550809418
0.8426507378480076,227.63134719923195,0.15519354581515926,-9.387177106433443
0.8979396627811415,228.6183847879666,0.14741703787572044,-7.1769155766144985
0.9225181131709881,110.94258414863586,0.2690043556531904,-7.229789256850955
0.6517169953838152,23.95414960962048,0.15310586171695167,-11.508625373880314
0.9559405208559384,280.3944431293957,0.20240590851209847,-6.500378430100971
0.9371915376596285,93.61438020572027,0.09241128678583126,-4.208540912985365
0.940546131453308,85.56030388160946,0.08613886098063936,-4.005166035323905
0.9336500442261869,68.0618877534578,0.1482797507965677,-5.782611971246081
0.9355462191403245,65.01000534996392,0.14477846862238256,-5.729114899529192
0.9600539782148999,97.1714366451605,0.2216805306840417,-5.53961700592135
0.9414137073397233,114.78217241298147,0.28521030775780604,-6.770467013411591
0.9473365221858797,112.57812145488217,0.2855122119802683,-6.587111833482574
0.9728766797243278,188.9246074731826,0.16925953471584357,-5.904102207915383
0.9729186667755224,161.2191562284571,0.17179098402963622,-5.617807658343966
0.9739192550574505,250.16831591243982,0.2841515017828848,-7.221477290511341
0.9821321247751508,213.04549294321515,0.24254100246396249,-7.046536848550817
0.9728399396232315,216.09763371247382,0.28301295308218305,-6.944425276702182
0.9792725811365537,174.30506621297226,0.2863232535830676,-6.977312280849974
0.9834053809111821,82.50171190946025,0.06806903117920227,-2.010295942593689
0.9646196485145218,64.78942248136305,0.0830274731259743,-2.8930094459635995
0.9823284249897406,74.76263230599248,0.05958632407538204,-1.596422111931135
0.9812665231421857,82.01956893508829,0.06295324043702158,-2.6858114515633216
0.9798852731962906,60.53132604954851,0.08179514432472412,-2.6886575253248486
0.9753708038390579,69.81276647812199,0.04586869998912192,-1.4332115774171754
0.9701410740931138,97.58611169832034,0.08549435065301304,-3.67717513259763
0.9615585784952283,124.66228243407994,0.07398419922868464,-3.2557364505315993
0.9686411893150899,84.26273127106963,0.061935408742081595,-2.5717625702502085
0.9680295074901498,95.66563257784352,0.0687534041029936,-3.2480268718639698
0.9581774474191357,133.95245159303934,0.061042207667102465,-2.793603407614846
0.9532697645835859,127.80189769254932,0.07911093067878211,-2.8057192819228503
0.9581774474191357,133.95245159303934,0.061042207667102465,-2.793603407614846
0.9545094202988893,149.78427348550179,0.034936394072948844,-2.3485427064432134
0.967732340208196,110.30569372018203,0.09503789941121799,-3.874793106804703
0.9661834585521596,120.01107259289967,0.0793585851334294,-3.839534043860486
0.9590583206609641,106.12255002553428,0.06790650487771777,-2.5293500002003055
0.9549958257925953,118.07636313214012,0.03676397089858929,-1.4416724624266486
0.9515073456861974,136.43188241455894,0.056776149693991335,-2.0019021549128664
0.9550802462303608,88.29526398807054,0.07924582926369302,-2.6913452456215152
