t,L_W
0.0007483550902859237,2.0045111517521175
0.013087805595846325,1.8964200878686595
0.029322486388766444,1.745525635366084
0.0482478821130522,1.673519581257489
0.06410418111874894,1.62403144773076
0.07922263563936027,1.5722856362069324
0.09881860797544728,1.5205650501355867
0.11403796430598478,1.4417775535515336
0.13281200731538134,1.4103340270332763
0.14792205335183206,1.360841689264468
0.16584053309789593,1.3586891173193751
0.18252716991444373,1.2866704504845385
0.19824893317357217,1.2732378970381117
0.21544638540287153,1.2643206995858822
0.23197326102036964,1.235118034096403
0.24993378318723602,1.221698093376217
0.2656975888671671,1.196998171154695
0.2836497025498729,1.185831704189527
0.29941350822980395,1.1611317819680056
0.3173319879758678,1.1589792100229133
0.3315276113598622,1.1545521431124004
0.34945449959008645,1.1501460974122892
0.3658888818818189,1.1457316432280171
0.38239053204683526,1.1232893990035948
0.401004813857182,1.1346618738306953
